Brand,Country,Year,Monthly_Production_Tonnes,Avg_Item_Price_USD,Release_Cycles_Per_Year,Carbon_Emissions_tCO2e,Water_Usage_Million_Litres,Landfill_Waste_Tonnes,Avg_Worker_Wage_USD,Working_Hours_Per_Week,Child_Labor_Incidents,Return_Rate_Percent,Avg_Spend_Per_Customer_USD,Shopping_Frequency_Per_Year,Instagram_Mentions_Thousands,TikTok_Mentions_Thousands,Sentiment_Score,Social_Sentiment_Label,GDP_Contribution_Million_USD,Env_Cost_Index,Sustainability_Score,Transparency_Index,Compliance_Score,Ethical_Rating,Waste_per_Item,Carbon_per_Item,Water_Usage_per_Item
Zara,USA,2019,546.3,22.33,15,11190.52,163.25,879.84,196.78,45,1,12.08,95.88,17,9235,4618,-0.48,Negative,743.31,0.22,48.8,72.28,96.98,4.31,0.00161054,0.0204842,0.000298828
Zara,Brazil,2020,598.86,15.57,23,14524.7,185.14,854.44,82.98,49,0,11.52,114.81,10,6298,5247,0.47,Positive,445.55,0.85,90.35,57.2,75.36,3.76,0.00142678,0.0242539,0.000309154
H&M,Turkey,2016,458.65,18.59,29,4899.94,216.4,852.12,210.02,44,2,11.76,175.14,18,4964,1534,0.96,Neutral,584.43,0.53,16.21,10.33,26.93,2.85,0.00185789,0.0106834,0.000471819
H&M,USA,2021,482.4,21.31,13,11129.52,130.16,983.34,117.41,48,0,23.71,100.89,5,2498,77,-0.42,Neutral,683.57,0.27,67.42,68.62,65.25,2.08,0.00203843,0.0230711,0.000269818
H&M,Indonesia,2024,112.69,21.07,16,5913.24,149.56,569.63,95.79,63,1,30.68,128.96,19,7662,6783,-0.14,Neutral,737.24,0.45,99.07,61.23,36.74,1.29,0.00505484,0.0524735,0.00132718
Uniqlo,UK,2023,669.29,17.75,28,9827.42,291.48,844.21,197.19,56,0,15.11,155.37,8,5106,5015,-0.34,Negative,749.73,0.1,4.68,31.11,22.24,0.58,0.00126135,0.0146834,0.000435506
Uniqlo,Bangladesh,2018,540.16,18.62,21,662.42,212.93,1033.18,134.4,66,2,39.16,115.47,14,5502,2014,0.32,Negative,606.53,0.34,12.95,57.75,30.64,3.33,0.00191273,0.00122634,0.000394198
Zara,Indonesia,2018,158.76,24.23,19,13500.96,221.53,1126.31,223.81,67,0,23.99,125.81,8,4678,5671,-0.46,Neutral,212,0.73,12.65,5.31,76.77,3.33,0.00709442,0.0850401,0.00139538
Uniqlo,Vietnam,2023,3.82,19.24,14,3896.98,128.23,1476.91,148.16,67,1,14.89,97.37,10,6330,1915,0.42,Positive,463.39,0.97,63.57,96.36,15.82,0.26,0.386626,1.02015,0.0335681
Zara,China,2022,542.24,20.23,19,4086.46,196.12,509.56,96.84,60,3,19.8,80.05,4,8202,4408,0.76,Neutral,175.52,0.93,2.44,98.85,71,2.6,0.000939731,0.00753626,0.000361685
"Forever 21",India,2018,560.66,7.94,15,7121.45,332.5,528.11,166.49,58,1,22.8,92.8,14,3964,2519,-0.88,Negative,552.59,0.65,80.83,74.9,20.3,4.31,0.000941943,0.0127019,0.000593051
"Forever 21",UK,2018,566.08,19.22,6,17581.03,178.47,960.32,112.73,67,2,39.55,126.39,15,2370,2774,0.08,Neutral,407.52,0.38,77.55,93.03,35.88,4.03,0.00169644,0.0310575,0.000315273
Zara,India,2020,123.47,19.81,6,7070.09,294.31,900.98,159.28,69,3,26.31,121.2,9,6875,7656,0.98,Positive,251.43,0.61,77.47,85.9,70.1,0.22,0.00729716,0.0572616,0.00238366
H&M,Vietnam,2023,289.35,17.08,28,8747.03,147.59,1168.29,221.05,51,3,39.84,142.39,3,4904,1340,0.31,Negative,680.16,0.66,70.5,8.24,35.56,2.17,0.00403764,0.0302299,0.000510074
Zara,Vietnam,2022,389.19,17.3,7,9620.42,311.15,810.13,155.32,42,0,25.05,116.74,19,5685,2832,-0.46,Positive,536.59,0.91,4.72,66.07,4.32,4,0.00208158,0.0247191,0.000799481
H&M,India,2024,466.35,19.06,26,12096.48,109.92,566.48,152.26,46,0,12.63,65.06,14,9723,3207,0.06,Positive,360.98,0.19,70.98,36.28,8.57,4.21,0.00121471,0.0259386,0.000235703
H&M,USA,2024,329.18,16.73,16,8783.16,175.61,522.34,227.55,50,1,27.8,147.23,19,5926,5635,-0.45,Negative,335.16,0.83,90.07,68.41,10.48,2.61,0.00158679,0.0266819,0.000533477
Shein,Turkey,2018,249.12,22.78,11,14112.89,55.88,644.25,124.52,46,1,23.21,97.66,19,9540,1186,0.55,Positive,582.65,0.89,41.43,50.21,52.21,0.97,0.0025861,0.056651,0.00022431
"Forever 21",Indonesia,2019,592.4,21.45,26,10153.33,227.67,673.1,129.99,51,1,34.45,152.28,19,3463,3073,0.8,Positive,529.15,0.16,26.86,15.45,53.38,3.75,0.00113623,0.0171393,0.000384318
Zara,Germany,2015,652.01,15.98,14,4448.52,146.83,998.18,179.62,56,0,24.78,117.35,14,6130,3095,0.99,Neutral,459.25,0.77,83.8,21.29,10.54,2.58,0.00153093,0.00682278,0.000225196
Uniqlo,Brazil,2019,595.24,26.27,24,7074.94,245.47,710.71,145.91,53,0,16.06,125.66,13,133,2802,-0.52,Positive,528,0.39,31.98,32.65,67.3,2.65,0.00119399,0.0118859,0.000412388
H&M,UK,2022,342.91,18.29,13,8700.62,165.87,825.01,254.84,45,1,12.2,129.8,18,5057,4295,-0.91,Neutral,756.5,0.28,75.2,70.94,28.93,0.31,0.00240591,0.0253729,0.000483713
Zara,Indonesia,2021,435.93,24.1,12,9014.69,239.46,1054.43,190.1,51,1,32.32,99.1,18,3573,1248,0.55,Negative,879.57,0.93,42.68,29.34,63.97,2.08,0.00241881,0.0206792,0.000549308
Shein,India,2017,271.16,29.02,7,13125.03,133.59,933.76,94.44,64,1,17.24,76.18,18,2624,1928,-0.26,Negative,524.98,0.61,94.41,94.79,7.01,3.07,0.00344358,0.0484033,0.000492661
Uniqlo,Indonesia,2021,518.17,18.13,6,9766.83,336.85,1126.7,197.03,65,3,37.99,119.92,17,1563,3412,0.55,Negative,757.14,0.95,49.9,40.95,90.77,0.67,0.00217438,0.0188487,0.000650076
Zara,India,2017,463.68,24.4,20,9460.82,178.5,553.54,204.69,48,1,11.89,116.25,7,2234,4504,-0.36,Neutral,457.16,0.82,17.38,49.29,68.8,3.26,0.0011938,0.0204038,0.000384964
"Forever 21",Turkey,2019,607.38,20.85,20,6135.58,242.09,864.05,146.17,50,0,15.71,187.22,12,6601,2575,-0.44,Positive,337.48,0.68,39.37,52.55,55.47,1.98,0.00142259,0.0101017,0.000398581
Uniqlo,Indonesia,2017,282.96,19.1,15,7097.03,181.8,606.39,121.72,41,1,36.64,149.05,5,9613,5673,-0.71,Negative,428.29,0.84,73.6,53.01,2.59,2.41,0.00214302,0.0250814,0.000642494
Zara,UK,2023,433.04,12.92,7,7112.5,204.92,769.93,119.56,45,2,32.47,133.84,13,1822,4102,-0.91,Negative,435.41,0.32,34.54,83.31,36.64,3.77,0.00177797,0.0164246,0.000473213
H&M,China,2021,715.73,18.47,26,11646.64,176.35,1032.01,172.27,47,1,15.57,107.08,19,9645,752,-0.26,Positive,587.22,0.38,77.36,87.85,62.4,4.64,0.0014419,0.0162724,0.000246392
Shein,Turkey,2022,342.02,18.23,15,5749.03,234.88,485.33,157.6,45,0,37.52,89.49,6,6716,2469,0.26,Negative,357.49,0.33,86.16,51.04,38.12,3.02,0.00141901,0.016809,0.000686743
Uniqlo,Bangladesh,2017,614.69,28.17,16,10693.05,144.61,695.57,43.51,69,0,32.99,90.44,12,6727,7681,0.71,Negative,595.43,0.2,65.42,60.7,47.28,1.39,0.00113158,0.0173958,0.000235257
Zara,Vietnam,2016,690.51,18.01,6,11393.46,178.41,741.73,173.52,53,3,21.01,140.61,17,8815,5663,-0.84,Negative,273.92,0.86,29.33,65.49,4.01,3.05,0.00107418,0.0165001,0.000258374
Uniqlo,Germany,2015,372.28,27.05,12,10398.89,212.7,807.55,45.88,67,1,10.11,141.1,3,7529,6280,-0.17,Negative,698.88,0.55,69.82,46.73,19.1,2.6,0.0021692,0.027933,0.000571344
Zara,Brazil,2024,296.53,15.34,22,6026.28,230.79,1043.99,184.74,52,1,20.22,107.12,3,9452,5199,0.96,Positive,740.56,0.35,44.14,6.3,87.33,2.84,0.00352069,0.0203227,0.000778302
Shein,Bangladesh,2021,367.14,18.69,23,5783.73,231.37,918.4,131.33,62,1,17.57,131.37,16,8701,7823,-0.99,Positive,393.46,0.44,11.16,41.62,79,2.19,0.0025015,0.0157535,0.000630196
Zara,China,2016,752.76,9.9,28,8752.32,210.47,455.88,138.86,51,0,18.85,159.58,12,1290,6333,0.69,Negative,201.35,0.38,57.78,73.03,39.85,0.33,0.000605611,0.011627,0.000279598
Shein,Vietnam,2020,561.84,18.54,20,13495.3,182.84,1081.25,186.55,49,0,38.58,101.07,15,627,7706,0.41,Positive,618.32,0.48,22.37,72.36,60.78,2.51,0.00192448,0.0240198,0.000325431
Shein,Brazil,2018,313.62,22.64,19,8301.16,69.98,466.49,55.1,53,2,37.8,156.71,15,2521,3969,-0.07,Positive,1090.15,0.88,9.38,65.31,33.32,1.93,0.00148744,0.0264688,0.000223136
Shein,USA,2018,387.09,33.31,9,8988.68,220.21,616.2,100.97,50,1,17.85,133.44,18,116,6291,0.94,Negative,439.24,0.69,67.58,62.5,62.28,0.74,0.00159188,0.0232212,0.000568886
Uniqlo,Indonesia,2018,167.4,24.26,21,6127.87,259.49,1005.3,145.05,60,1,17.76,118.69,19,9465,1655,0.86,Positive,697.46,0.31,84.58,66.55,58.07,4.22,0.00600538,0.0366062,0.00155012
Zara,Turkey,2022,637.63,16.62,13,9842.34,269.2,701.96,195.4,55,0,33.4,127.36,16,2638,5754,0.92,Positive,552.62,0.46,2.53,60.29,28.97,2.16,0.00110089,0.0154358,0.000422188
Shein,Turkey,2017,388.68,19.9,24,14723.8,128.31,731.38,176.57,69,0,29.72,76.28,4,4162,365,0.38,Positive,845.2,0.98,61.19,17.14,99.58,2.64,0.0018817,0.0378815,0.000330117
Shein,Indonesia,2016,467.08,21.06,29,10201.85,252.02,663.16,130.6,66,1,16.18,174.86,3,4914,509,0.26,Neutral,329.68,0.74,88.93,28.9,52.86,1.83,0.0014198,0.0218418,0.000539565
Zara,Indonesia,2017,371.44,28.37,12,10235.72,165.37,1082.42,126.55,66,1,39.66,93.92,12,2038,2244,0.81,Neutral,781.42,0.5,29.26,58.86,13.7,2.81,0.00291412,0.0275569,0.000445213
Zara,UK,2016,521.17,17.07,8,11847.87,208.04,1063.74,175.5,61,1,39.4,132.64,11,5970,679,-0.1,Negative,340.39,0.9,34.52,37.45,86.04,2.58,0.00204106,0.0227332,0.000399179
Shein,China,2022,669.28,20.55,25,11330.76,170.37,1190.94,133.56,64,4,38.92,93.06,5,5435,5537,-0.5,Neutral,817.67,0.45,15.92,79.78,35.7,4.68,0.00177943,0.0169298,0.000254557
"Forever 21",Germany,2015,592.22,11.43,9,9852.63,222.51,766.27,-19.36,66,0,16.15,113.92,5,1544,4086,-0.11,Neutral,359.02,0.55,75.77,28.88,26.42,1.51,0.00129389,0.0166368,0.000375722
Zara,India,2016,655.38,20.77,18,6395.39,119.8,889.48,129.68,68,0,19.9,124.97,18,3857,4846,-0.25,Negative,849.98,0.29,72.03,81.11,13.86,2.43,0.0013572,0.00975829,0.000182795
H&M,Vietnam,2023,397.62,17.42,14,5560.43,211.92,1241.65,114.34,43,0,34.46,88.62,13,2634,5649,-0.7,Neutral,593.46,0.43,12.49,40.48,3.97,1.36,0.00312271,0.0139843,0.000532971
"Forever 21",UK,2015,418.65,7.67,16,12758.52,307.9,877.33,200.88,57,1,38.42,91.51,6,3088,5834,0.25,Positive,799.8,0.89,32.91,40.7,90.63,3.78,0.00209562,0.0304754,0.000735459
Zara,Brazil,2016,725.58,7.54,14,15445.37,97.96,875.94,57.96,65,0,32.31,113.37,6,5281,4062,-0.32,Neutral,318.52,0.96,20.95,3.83,87.24,3.76,0.00120723,0.0212869,0.000135009
Uniqlo,Brazil,2017,596.27,20.02,15,10579.77,193.91,888.89,32.94,46,0,10.45,147.86,10,3442,100,0.29,Neutral,702.53,0.98,31.18,18.63,40.33,2.35,0.00149075,0.0177433,0.000325205
H&M,Turkey,2017,521.26,24.67,14,5950.18,129.35,723.36,143.97,43,1,12.61,169.04,5,1416,1769,0.65,Negative,460.64,0.59,47.64,64.93,32.64,0.25,0.00138771,0.011415,0.000248149
Uniqlo,Vietnam,2021,534.07,19.78,26,15359.73,176.54,960.88,204.21,68,0,25.17,110.43,17,3912,2520,0.56,Neutral,544.02,0.65,31.52,72.09,78.24,4.67,0.00179916,0.0287598,0.000330556
Uniqlo,USA,2016,716.55,14.87,10,12965.58,203.83,538.35,157.78,55,1,33.68,117.42,16,2689,6303,-0.27,Neutral,476.67,0.22,68.97,47.9,30.18,2.34,0.000751308,0.0180945,0.00028446
H&M,Indonesia,2015,857.3,21.14,25,12334.87,171.21,477.19,205.35,41,0,22.17,83.48,4,428,2707,-0.92,Positive,241.64,0.89,29.68,99.71,95.42,4.7,0.00055662,0.014388,0.000199708
Uniqlo,Germany,2024,415.26,23.15,21,7215.49,304.57,584.44,186.46,49,1,23.98,130.61,14,295,6606,-0.05,Positive,643.35,0.9,24.09,78.84,67.57,1.11,0.00140741,0.0173758,0.000733444
Shein,UK,2016,416.12,11.62,29,9434.75,224.94,1003.17,76.65,61,1,21.05,111.85,14,1665,2191,-0.65,Positive,669.48,0.93,24.55,24.41,81.42,0.53,0.00241077,0.0226731,0.000540565
Uniqlo,USA,2015,503.04,12.34,19,8770.58,156.49,861.75,161.58,69,1,13.36,192.76,10,6356,5118,-0.13,Neutral,484.18,0.96,38.49,10.35,46.36,3.24,0.00171308,0.0174352,0.000311089
"Forever 21",Germany,2020,381.82,8.44,25,13554.95,309.04,1079.32,193.01,61,2,10.76,124.42,5,1897,6024,-0.22,Neutral,503.85,0.63,51.58,99.38,49.05,4.18,0.00282678,0.0355009,0.000809387
H&M,Brazil,2015,537.72,16.75,23,9550.64,221.79,978.92,129.04,59,2,39.14,117.11,14,9211,7556,0.38,Positive,674.9,0.33,90.97,29.4,37.16,0.51,0.0018205,0.0177614,0.000412464
"Forever 21",Indonesia,2021,455.83,22.75,10,7919.24,192.13,572.41,93.09,48,1,34.76,179.08,19,2613,850,0.05,Positive,610.39,0.57,36.97,12.34,38.55,1.73,0.00125575,0.0173732,0.000421495
Uniqlo,Brazil,2021,660.86,21.38,12,9677.96,293.08,845.17,82.42,44,0,20.12,144.4,11,9957,5695,-0.68,Negative,542.19,0.53,48.15,30.46,77.99,4.63,0.00127889,0.0146445,0.000443483
Zara,Indonesia,2016,456.68,16.02,12,12579.09,134.2,971.15,126.25,44,2,29.84,187.01,11,7972,7200,1,Negative,437.51,0.88,76,38.65,75.33,4.78,0.00212654,0.0275446,0.00029386
"Forever 21",China,2019,505.03,17.89,20,10884.47,144.83,991.06,165.46,47,3,23.14,66.6,12,5779,7534,-0.45,Positive,452.4,0.74,62.74,1.2,88.52,0.7,0.00196238,0.0215521,0.000286775
"Forever 21",Turkey,2021,672.06,23.4,26,12243.99,126.27,780.23,115.7,66,3,35.1,124.7,15,9621,5795,-0.71,Neutral,669.73,0.13,11.65,77.51,75.57,3.02,0.00116095,0.0182186,0.000187885
Zara,Turkey,2018,601.57,15.88,23,8866.39,209.59,1146.02,66.01,49,2,27.53,144.05,16,3244,2001,0.29,Negative,324.51,0.17,0.64,15.07,42.29,4.01,0.00190505,0.0147388,0.000348405
Uniqlo,USA,2015,624,12.82,20,11943.58,253.75,727.34,142.17,67,1,33.8,140.65,7,3490,6007,-0.47,Negative,333.82,0.4,32.92,48.03,84.35,2.01,0.00116561,0.0191404,0.000406651
H&M,China,2018,469.95,20.8,24,8849.84,174.59,203.61,175.33,47,2,31.09,126.23,14,2887,4676,0.13,Negative,595.53,0.73,99.68,3.36,6.52,0.39,0.000433259,0.0188315,0.000371508
Shein,India,2018,408.73,22.03,28,6946.41,180.05,391.95,145.17,41,2,13.72,98.6,11,7237,3216,-0.68,Neutral,831.09,0.56,1.17,30.1,93.36,1.55,0.000958946,0.0169951,0.000440511
Uniqlo,Bangladesh,2016,436.45,8.99,27,12177.44,210.86,769,142.75,50,1,10.65,151.14,4,4048,1444,-0.82,Neutral,553.74,0.73,72.18,17.25,2.82,2.04,0.00176194,0.0279011,0.000483125
Shein,Brazil,2021,750.86,23.36,9,9425.89,233.64,557.79,121.94,69,2,32.52,133.28,11,2923,5841,0.19,Positive,674.27,0.23,16.59,65.92,31.21,1.33,0.000742868,0.0125535,0.000311163
Zara,Indonesia,2024,509.68,20.39,23,7492.18,103.39,726.57,206.15,47,3,16.74,80.53,6,2593,3029,-0.99,Negative,470.68,0.21,53.8,24.76,9.24,1.8,0.00142554,0.0146998,0.000202853
Uniqlo,Brazil,2019,513.13,11.1,9,16943.25,186.81,815.62,262.04,50,0,31.38,121.09,4,7521,7097,0.27,Negative,591.52,0.63,65.19,2.61,54.87,2.97,0.0015895,0.0330194,0.00036406
Zara,UK,2023,407.41,16.91,7,13877.6,229.72,939.4,184.47,63,1,17.71,117.6,11,9951,190,0.61,Neutral,538.6,0.35,33.03,41.43,43.37,2.06,0.00230579,0.034063,0.000563855
Shein,USA,2024,704.23,20.08,29,8994.1,207.27,1081.13,146.96,60,1,15.01,98.18,6,1734,5055,0.94,Positive,743.51,0.62,46.16,65.78,81.58,1.97,0.00153519,0.0127715,0.000294321
"Forever 21",UK,2024,518.69,22.27,9,12133.14,129.74,1228.19,150.72,53,0,18.48,89.38,7,3018,5237,0.17,Negative,359.62,0.37,63.98,82.95,99.81,4.19,0.00236787,0.0233919,0.00025013
Shein,Vietnam,2022,297.45,21.27,17,12474.32,149.71,1055.93,250.45,55,0,18.45,121.05,12,1015,7514,0.34,Positive,473.27,1,16.87,8.79,13.94,1.35,0.00354994,0.0419375,0.000503311
H&M,China,2017,658.98,18.78,24,16104.25,249.29,936.53,109.83,69,0,36.08,127.47,5,9185,4304,0.15,Negative,429.02,0.11,47.52,8.6,42.89,0.55,0.00142118,0.0244381,0.000378297
"Forever 21",Brazil,2023,504.6,23.03,10,11151.25,138.66,849.44,238.46,47,0,38.45,128.15,3,5462,5341,0.78,Positive,522.72,0.22,31.08,24.31,57.21,4.01,0.00168339,0.0220992,0.000274792
H&M,Bangladesh,2020,620.48,24.59,14,8946.52,173.77,669.3,172.41,68,1,14.81,98.5,16,844,2632,-0.18,Neutral,699.01,0.93,88.01,48.34,35.93,1.63,0.00107868,0.0144187,0.000280057
Uniqlo,India,2018,548.84,11.51,17,12413.5,190.22,722.68,168.8,69,1,24.89,137.24,17,252,1679,0.76,Negative,443.31,0.76,10.42,83.15,68.22,0.16,0.00131674,0.0226177,0.000346586
H&M,Vietnam,2023,551.76,15.34,18,11932.14,179.45,1038.73,149.59,49,1,21,104.42,11,459,6500,0.96,Negative,826.38,0.42,36.75,98.14,86.15,0.23,0.00188258,0.0216256,0.000325232
"Forever 21",Turkey,2019,309.57,21.46,22,11692.6,218.68,832.99,180.52,60,3,32.65,155.02,3,9483,6628,0.78,Neutral,319.23,0.12,41.43,26.68,19.86,4.19,0.0026908,0.0377705,0.000706399
H&M,Germany,2024,399.63,21.7,29,11617.63,180.01,1016.06,212.24,45,1,19.45,97.27,19,6425,1750,0.53,Neutral,555.4,0.13,62.45,54.67,20.8,3.22,0.0025425,0.029071,0.000450442
Uniqlo,Turkey,2018,686.25,22.44,21,2142.01,363.64,1086.19,187.96,40,1,23.93,137.37,5,323,6861,0.64,Negative,662.55,0.87,80.03,88.82,33.48,2.54,0.00158279,0.00312133,0.000529894
"Forever 21",Brazil,2024,391.84,24.28,21,5223.97,227.12,457.25,126.66,43,1,31.29,98.68,11,8595,5457,0.35,Negative,300.74,0.26,9.34,33.93,62.42,1.24,0.00116693,0.0133319,0.000579624
H&M,Bangladesh,2021,660.46,14.88,27,8628.06,209.34,811.1,162.15,43,4,39.47,152.13,7,9227,1847,-0.63,Negative,473.51,0.64,5.65,60.92,55.4,3.28,0.00122808,0.0130637,0.000316961
Zara,Brazil,2021,560.38,23.25,10,14079.32,197.32,622.78,69.02,52,1,31.31,91.5,5,9874,7651,-0.97,Positive,366.12,0.53,9.55,19.4,84.68,2.86,0.00111135,0.0251246,0.000352118
H&M,India,2018,328.63,22.44,8,11112.34,276.05,1163.38,68.5,58,0,12.01,110.34,8,4221,6080,-0.53,Positive,594.22,0.55,21.91,98.4,84.73,0.13,0.00354009,0.0338141,0.000840002
Shein,Germany,2016,504.71,20.32,7,16929.05,173.06,435.32,210.54,46,0,24.68,100.37,13,5293,2851,0.68,Neutral,596.48,0.95,67.66,21.3,36.01,2.39,0.000862515,0.0335421,0.00034289
Shein,USA,2018,745.05,25.07,21,9335.72,223.67,728.12,137.89,69,1,31.16,135.59,3,9469,6473,-0.66,Positive,706.63,0.68,11.57,73.1,17.77,4.99,0.000977277,0.0125303,0.000300208
Zara,Bangladesh,2023,425.09,25.18,26,12887.84,202.52,981.45,130.7,57,0,13.27,103.19,6,5411,686,-0.57,Positive,525.23,0.54,45.18,72.49,40.15,0.16,0.00230881,0.0303179,0.000476417
"Forever 21",Brazil,2023,460.8,11.25,20,9690.39,207.41,849.12,156.28,59,1,15.26,104.37,11,6248,2745,0.82,Negative,779.71,0.74,4.55,83.86,98.94,2.36,0.00184271,0.0210295,0.000450109
"Forever 21",UK,2015,507.23,22.39,9,11618.67,300.87,1185.15,134.7,65,0,18.77,152.37,8,2660,5189,-0.96,Neutral,68.15,0.67,74.12,29.42,47.67,4.96,0.00233651,0.0229061,0.000593163
Zara,USA,2016,220.7,24.77,11,11364.02,233.08,764.62,121.41,62,2,30.79,17.41,3,975,3792,0.96,Negative,613.63,0.68,36.57,60.02,21.65,3.17,0.00346452,0.0514908,0.00105609
Uniqlo,China,2018,493.64,19.37,14,5979.99,205.84,796.34,146.99,44,1,31.1,130.42,6,7629,1735,0.61,Negative,458.15,0.2,76.68,38.69,47,0.83,0.0016132,0.0121141,0.000416984
"Forever 21",Bangladesh,2024,767.13,26.38,24,5846.21,316.38,1000.27,145.51,55,3,34.4,159.47,9,5758,1051,-0.94,Positive,319.71,0.65,56.88,9.7,59.5,4.99,0.00130391,0.00762089,0.00041242
Shein,USA,2020,414.02,25.78,15,9115.8,83.87,691.26,72.25,59,0,19.25,95.91,11,9267,6807,-0.61,Negative,830.9,0.81,70.39,79.17,78.19,0.52,0.00166963,0.0220178,0.000202575
H&M,Vietnam,2017,356.06,15.57,26,8182.17,202.35,816.74,132.55,55,2,29.24,95.28,13,1167,931,0.03,Neutral,385.44,0.93,52.11,99.05,50.92,0.58,0.00229383,0.0229798,0.000568303
H&M,USA,2015,299.78,19.38,15,13113.2,247.9,698.92,201.45,66,0,30.46,123.26,14,6226,3153,-0.01,Negative,264.69,0.58,4.06,31.21,95.56,2.13,0.00233144,0.0437427,0.00082694
Uniqlo,Germany,2021,508.72,13.18,26,11209.9,254.02,744.6,157.62,57,1,35.28,25.38,9,9518,6555,0.9,Neutral,599.78,0.29,17.9,24.19,55.18,4.65,0.00146367,0.0220355,0.000499332
Zara,Turkey,2024,271.63,22.19,8,10385.68,182.76,1132.17,128.13,56,4,13.01,115.05,5,3850,4234,-0.57,Negative,522.34,0.25,36.24,91.34,47.62,4.6,0.00416806,0.0382347,0.000672827
"Forever 21",Germany,2023,328.43,16.54,29,11955.52,227.77,664.99,209.87,68,1,14.14,139.94,3,8496,3092,0.22,Positive,460.04,0.92,58.23,17.11,91.36,3.41,0.00202475,0.036402,0.000693512
Zara,Indonesia,2024,480.8,16.19,28,14433.76,173.87,1077.32,221.52,57,1,28.24,144.72,16,556,550,-0.47,Positive,560.63,0.5,84.41,92.71,48.75,2.83,0.00224068,0.0300203,0.000361626
Uniqlo,India,2020,514.24,11.52,16,9408.68,245.48,1151.57,121.48,49,1,20.44,112.59,12,975,5696,-0.25,Positive,187.91,0.79,0.65,47.7,79.39,3.15,0.00223936,0.0182963,0.000477365
Uniqlo,USA,2022,826.76,18.05,9,9851.1,233.06,382.11,152.21,42,1,21.23,161.29,12,8570,4508,-0.46,Neutral,560.61,0.77,41.9,48.6,80.25,1.48,0.000462178,0.0119153,0.000281896
"Forever 21",Bangladesh,2016,506.96,15.38,11,6142.38,165.18,782.35,211.92,55,4,14.85,159.67,4,8928,3023,0.95,Positive,140.13,0.98,12.65,77.12,80.28,1.84,0.00154322,0.0121161,0.000325825
Shein,Bangladesh,2018,476.1,30.67,9,9442.95,105.98,832.69,189.55,65,1,28.14,54.13,10,3160,5555,0.84,Negative,385.2,0.51,72.22,8.05,64.35,4.61,0.00174898,0.019834,0.0002226
Shein,Bangladesh,2020,601.36,11.46,7,7416.18,95.11,1033.84,140.99,48,1,22.69,111.32,3,5156,6032,-0.02,Negative,346.92,0.56,41.67,78.93,42.48,1.35,0.00171917,0.0123323,0.000158158
"Forever 21",India,2022,541.62,25.19,21,14517.07,245.75,744.54,161.6,54,0,19.47,118.84,12,3784,3325,0.97,Positive,991.89,0.27,44.9,91.82,91.47,2.48,0.00137465,0.0268031,0.000453731
H&M,Vietnam,2017,537.25,18.56,22,9602.72,205.09,295.91,150.84,62,0,38.35,109.21,18,4710,6419,-0.18,Neutral,322.37,0.21,1.03,72.19,71.45,2.09,0.000550786,0.0178738,0.00038174
Zara,UK,2015,452.71,15.41,12,8621.65,213.33,458.97,171.44,43,3,39.92,165.25,15,4330,5083,0.4,Neutral,354.24,0.46,12.61,48.89,52.19,1.01,0.00101383,0.0190445,0.000471229
Shein,Bangladesh,2019,331.47,18.52,26,14176.43,205.79,1177.28,148.25,41,0,11.42,115.1,17,5564,6770,0.48,Negative,536.18,0.89,37.07,40.73,43.32,4.61,0.00355169,0.0427684,0.000620841
Uniqlo,Bangladesh,2023,339.24,24.09,29,7719.42,147.98,938.7,90.98,42,1,23.27,128.85,15,3913,587,0.32,Negative,695.61,0.16,39.11,27.86,57.8,2.61,0.00276707,0.022755,0.00043621
H&M,Indonesia,2016,203.57,18.99,25,11631.45,220.82,977.05,196.88,65,1,18.68,96.39,14,9591,3998,-0.54,Positive,79.3,0.56,65.97,4.48,71.58,3.8,0.00479958,0.0571373,0.00108474
"Forever 21",Indonesia,2020,448.18,18.26,6,11312.42,173.22,875.26,140.05,69,0,37.32,115.94,16,372,7540,-0.15,Negative,865.57,0.39,99.95,58.01,9.21,2.6,0.00195292,0.0252408,0.000386497
H&M,Brazil,2015,490.43,19.32,22,11760.6,226.49,568.55,164.93,50,2,32.52,130.41,15,9920,3228,0.77,Negative,661.72,0.74,36.37,79.19,31.61,1.26,0.00115929,0.0239802,0.000461819
"Forever 21",Bangladesh,2019,521.81,20.02,19,8933.51,302.14,964.69,128.25,60,4,13.44,119.8,13,8061,7649,-0.68,Neutral,746.07,0.78,71.09,20.38,84.69,1.41,0.00184874,0.0171202,0.000579023
"Forever 21",UK,2024,491.63,27.3,11,10697.74,154.41,942.82,119.23,40,2,28.84,121.18,9,2254,7792,-0.17,Negative,288.12,0.49,80.92,30.51,33.12,0.35,0.00191774,0.0217597,0.000314078
H&M,Turkey,2018,648.59,15.06,6,14165.64,157.94,639.35,59.33,49,4,37.43,111.14,16,4104,6023,0.18,Negative,681.75,0.42,75.87,6.06,91.8,0.86,0.000985754,0.0218407,0.000243513
H&M,India,2018,540.21,18.66,14,10703.81,224.01,770.26,102.77,57,1,25.76,136.98,19,5089,3976,0.35,Neutral,490.52,0.52,60.54,9.42,88.39,2.72,0.00142585,0.0198142,0.000414672
Zara,USA,2018,665.48,19.84,16,11567.39,178.89,780.38,196.67,54,0,39.05,101.85,12,5365,2936,0.21,Positive,387.68,0.77,13.09,79.76,20.86,2.46,0.00117266,0.017382,0.000268813
